datahora;nome_drs;pacientes_uti_mm7d;total_covid_uti_mm7d;ocupacao_leitos;pop;leitos_pc;internacoes_7d;internacoes_7d_l;internacoes_7v7
11/12/2020;DRS 01 Grande São Paulo;2805;4326,29;64,84;21138247;20,47;5626;5509;2,12
11/12/2020;DRS 02 Araçatuba;45,86;115,29;39,78;764041;15,09;122;98;24,49
11/12/2020;DRS 03 Araraquara;41,43;121,14;34,2;991435;12,22;188;175;7,43
11/12/2020;DRS 04 Baixada Santista;225,86;411,14;54,94;1831884;22,44;392;405;-3,21
11/12/2020;DRS 05 Barretos;21,14;90;23,49;425090;21,17;48;51;-5,88
11/12/2020;DRS 06 Bauru;118,29;210,86;56,1;1741281;12,11;303;281;7,83
11/12/2020;DRS 07 Campinas;348;555,57;62,64;4562125;12,18;758;722;4,99
11/12/2020;DRS 08 Franca;27,43;79,43;34,53;696336;11,41;52;42;23,81
11/12/2020;DRS 09 Marília;76,29;151,14;50,48;1109670;13,62;225;176;27,84
11/12/2020;DRS 10 Piracicaba;69,86;179,57;38,9;1539600;11,66;181;142;27,46
11/12/2020;DRS 11 Presidente Prudente;45,57;68;67,01;752260;9,04;197;179;10,06
11/12/2020;DRS 12 Registro;27,71;40,43;68,54;278754;14,5;67;45;48,89
11/12/2020;DRS 13 Ribeirão Preto;67;162,86;41,14;1477530;11,02;207;178;16,29
11/12/2020;DRS 14 São João da Boa Vista;29,86;107,86;27,68;809836;13,32;120;93;29,03
11/12/2020;DRS 15 São José do Rio Preto;187,71;367,29;51,11;1570421;23,39;425;413;2,91
11/12/2020;DRS 16 Sorocaba;148,29;229,43;64,63;2461760;9,32;433;351;23,36
11/12/2020;DRS 17 Taubaté;191,86;387,29;49,54;2489629;15,56;500;444;12,61
11/12/2020;Estado de São Paulo;4477,14;7603,57;58,88;44639899;17,03;9844;9304;5,8
12/12/2020;DRS 01 Grande São Paulo;2821,14;4334,14;65,09;21138247;20,5;5676;5557;2,14
12/12/2020;DRS 02 Araçatuba;45,71;115;39,75;764041;15,05;124;98;26,53
12/12/2020;DRS 03 Araraquara;40,71;121,14;33,61;991435;12,22;188;181;3,87
12/12/2020;DRS 04 Baixada Santista;226,14;411,43;54,96;1831884;22,46;385;399;-3,51
12/12/2020;DRS 05 Barretos;20,71;90,29;22,94;425090;21,24;50;50;0
12/12/2020;DRS 06 Bauru;120,86;211,14;57,24;1741281;12,13;306;284;7,75
12/12/2020;DRS 07 Campinas;358,14;564,57;63,44;4562125;12,38;763;748;2,01
12/12/2020;DRS 08 Franca;27,86;79,29;35,14;696336;11,39;45;39;15,38
12/12/2020;DRS 09 Marília;78,14;151,86;51,46;1109670;13,69;226;176;28,41
12/12/2020;DRS 10 Piracicaba;71,43;181,57;39,34;1539600;11,79;188;141;33,33
12/12/2020;DRS 11 Presidente Prudente;49;71,14;68,88;752260;9,46;201;182;10,44
12/12/2020;DRS 12 Registro;28,71;41,86;68,59;278754;15,02;62;52;19,23
12/12/2020;DRS 13 Ribeirão Preto;68,14;161,43;42,21;1477530;10,93;210;175;20
12/12/2020;DRS 14 São João da Boa Vista;31,29;107,86;29,01;809836;13,32;119;95;25,26
12/12/2020;DRS 15 São José do Rio Preto;188,71;367,29;51,38;1570421;23,39;429;419;2,39
12/12/2020;DRS 16 Sorocaba;151,71;232,29;65,31;2461760;9,44;421;359;17,27
12/12/2020;DRS 17 Taubaté;194,71;388,86;50,07;2489629;15,62;524;448;16,96
12/12/2020;Estado de São Paulo;4523,14;7631,14;59,27;44639899;17,09;9917;9403;5,47
13/12/2020;DRS 01 Grande São Paulo;2836,43;4330,71;65,5;21138247;20,49;5625;5648;-0,41
13/12/2020;DRS 02 Araçatuba;45,71;114,86;39,8;764041;15,03;121;99;22,22
13/12/2020;DRS 03 Araraquara;40,14;121,14;33,14;991435;12,22;197;175;12,57
13/12/2020;DRS 04 Baixada Santista;228;412;55,34;1831884;22,49;381;390;-2,31
13/12/2020;DRS 05 Barretos;21;90,71;23,15;425090;21,34;54;48;12,5
13/12/2020;DRS 06 Bauru;122;211,29;57,74;1741281;12,13;295;282;4,61
13/12/2020;DRS 07 Campinas;367,14;572,43;64,14;4562125;12,55;761;771;-1,3
13/12/2020;DRS 08 Franca;27,86;79,14;35,2;696336;11,37;41;40;2,5
13/12/2020;DRS 09 Marília;79,71;152,57;52,24;1109670;13,75;223;190;17,37
13/12/2020;DRS 10 Piracicaba;73,29;183;40,05;1539600;11,89;193;148;30,41
13/12/2020;DRS 11 Presidente Prudente;52,57;72;73,01;752260;9,57;203;186;9,14
13/12/2020;DRS 12 Registro;30,29;43,29;69,97;278754;15,53;66;57;15,79
13/12/2020;DRS 13 Ribeirão Preto;68;160,29;42,42;1477530;10,85;214;177;20,9
13/12/2020;DRS 14 São João da Boa Vista;32,86;107,71;30,51;809836;13,3;122;100;22
13/12/2020;DRS 15 São José do Rio Preto;193,14;368,86;52,36;1570421;23,49;419;435;-3,68
13/12/2020;DRS 16 Sorocaba;156,43;236,29;66,2;2461760;9,6;423;373;13,4
13/12/2020;DRS 17 Taubaté;197;390,43;50,46;2489629;15,68;541;462;17,1
13/12/2020;Estado de São Paulo;4571,57;7646,71;59,78;44639899;17,13;9879;9581;3,11
14/12/2020;DRS 01 Grande São Paulo;2853,29;4339,29;65,75;21138247;20,53;5670;5585;1,52
14/12/2020;DRS 02 Araçatuba;45,71;114,86;39,8;764041;15,03;120;95;26,32
14/12/2020;DRS 03 Araraquara;39,86;121,29;32,86;991435;12,23;185;176;5,11
14/12/2020;DRS 04 Baixada Santista;227,57;411,29;55,33;1831884;22,45;370;379;-2,37
14/12/2020;DRS 05 Barretos;21,57;91;23,7;425090;21,41;53;50;6
14/12/2020;DRS 06 Bauru;123,71;211;58,63;1741281;12,12;286;290;-1,38
14/12/2020;DRS 07 Campinas;375,29;580,57;64,64;4562125;12,73;768;762;0,79
14/12/2020;DRS 08 Franca;28,29;78,71;35,94;696336;11,3;40;43;-6,98
14/12/2020;DRS 09 Marília;81,14;153,29;52,93;1109670;13,81;231;185;24,86
14/12/2020;DRS 10 Piracicaba;74,86;185,14;40,43;1539600;12,03;197;153;28,76
14/12/2020;DRS 11 Presidente Prudente;55,14;73,14;75,39;752260;9,72;206;177;16,38
14/12/2020;DRS 12 Registro;31,29;44,71;69,98;278754;16,04;65;66;-1,52
14/12/2020;DRS 13 Ribeirão Preto;67,71;160;42,32;1477530;10,83;211;175;20,57
14/12/2020;DRS 14 São João da Boa Vista;35,29;107,71;32,76;809836;13,3;122;100;22
14/12/2020;DRS 15 São José do Rio Preto;197,43;369,86;53,38;1570421;23,55;392;446;-12,11
14/12/2020;DRS 16 Sorocaba;159,86;238,57;67,01;2461760;9,69;430;392;9,69
14/12/2020;DRS 17 Taubaté;197,57;391,71;50,44;2489629;15,73;562;460;22,17
14/12/2020;Estado de São Paulo;4615,57;7672,14;60,16;44639899;17,19;9908;9534;3,92
15/12/2020;DRS 01 Grande São Paulo;2868,57;4350,29;65,94;21138247;20,58;5721;5541;3,25
15/12/2020;DRS 02 Araçatuba;45,29;114,57;39,53;764041;15;120;98;22,45
15/12/2020;DRS 03 Araraquara;40,14;121;33,17;991435;12,2;184;184;0
15/12/2020;DRS 04 Baixada Santista;227,57;411,29;55,33;1831884;22,45;355;379;-6,33
15/12/2020;DRS 05 Barretos;23;91,29;25,19;425090;21,48;58;55;5,45
15/12/2020;DRS 06 Bauru;124;211,71;58,57;1741281;12,16;290;286;1,4
15/12/2020;DRS 07 Campinas;382,29;583,29;65,54;4562125;12,79;786;765;2,75
15/12/2020;DRS 08 Franca;29,43;78,57;37,46;696336;11,28;40;48;-16,67
15/12/2020;DRS 09 Marília;83,43;154;54,18;1109670;13,88;247;177;39,55
15/12/2020;DRS 10 Piracicaba;77,29;187,43;41,24;1539600;12,17;198;161;22,98
15/12/2020;DRS 11 Presidente Prudente;57;74,43;76,58;752260;9,89;188;194;-3,09
15/12/2020;DRS 12 Registro;32,14;46,14;69,66;278754;16,55;61;65;-6,15
15/12/2020;DRS 13 Ribeirão Preto;68;161;42,24;1477530;10,9;226;177;27,68
15/12/2020;DRS 14 São João da Boa Vista;36,86;107,71;34,22;809836;13,3;128;95;34,74
15/12/2020;DRS 15 São José do Rio Preto;203,86;370,86;54,97;1570421;23,62;408;440;-7,27
15/12/2020;DRS 16 Sorocaba;164,86;241;68,41;2461760;9,79;422;416;1,44
15/12/2020;DRS 17 Taubaté;200,86;395,14;50,83;2489629;15,87;580;467;24,2
15/12/2020;Estado de São Paulo;4664,57;7699,71;60,58;44639899;17,25;10012;9548;4,86
16/12/2020;DRS 01 Grande São Paulo;2886;4342,57;66,46;21138247;20,54;5655;5546;1,97
16/12/2020;DRS 02 Araçatuba;45,14;114,43;39,45;764041;14,98;117;103;13,59
16/12/2020;DRS 03 Araraquara;40,57;120,57;33,65;991435;12,16;183;182;0,55
16/12/2020;DRS 04 Baixada Santista;228,14;411,71;55,41;1831884;22,47;356;380;-6,32
16/12/2020;DRS 05 Barretos;23,71;91,57;25,89;425090;21,54;56;55;1,82
16/12/2020;DRS 06 Bauru;124;210,71;58,85;1741281;12,1;277;295;-6,1
16/12/2020;DRS 07 Campinas;388;585,86;66,23;4562125;12,84;799;744;7,39
16/12/2020;DRS 08 Franca;29,43;78,57;37,46;696336;11,28;43;54;-20,37
16/12/2020;DRS 09 Marília;86,29;154,71;55,78;1109670;13,94;251;194;29,38
16/12/2020;DRS 10 Piracicaba;80,14;189,71;42,24;1539600;12,32;204;173;17,92
16/12/2020;DRS 11 Presidente Prudente;59;75,86;77,77;752260;10,08;194;184;5,43
16/12/2020;DRS 12 Registro;33,57;47,57;70,57;278754;17,07;61;60;1,67
16/12/2020;DRS 13 Ribeirão Preto;68,57;162;42,33;1477530;10,96;241;182;32,42
16/12/2020;DRS 14 São João da Boa Vista;38,14;107,71;35,41;809836;13,3;126;94;34,04
16/12/2020;DRS 15 São José do Rio Preto;204,86;371,29;55,18;1570421;23,64;435;422;3,08
16/12/2020;DRS 16 Sorocaba;167,14;241,86;69,11;2461760;9,82;419;415;0,96
16/12/2020;DRS 17 Taubaté;204,71;398,57;51,36;2489629;16,01;614;460;33,48
16/12/2020;Estado de São Paulo;4707,43;7705,29;61,09;44639899;17,26;10031;9543;5,11
17/12/2020;DRS 01 Grande São Paulo;2906;4329,71;67,12;21138247;20,48;5621;5613;0,14
17/12/2020;DRS 02 Araçatuba;45,14;113,86;39,65;764041;14,9;102;120;-15
17/12/2020;DRS 03 Araraquara;40,57;120,43;33,69;991435;12,15;187;178;5,06
17/12/2020;DRS 04 Baixada Santista;227,71;411,43;55,35;1831884;22,46;327;386;-15,28
17/12/2020;DRS 05 Barretos;25,86;91,86;28,15;425090;21,61;66;49;34,69
17/12/2020;DRS 06 Bauru;123,86;210,43;58,86;1741281;12,08;282;298;-5,37
17/12/2020;DRS 07 Campinas;391,71;590,29;66,36;4562125;12,94;788;764;3,14
17/12/2020;DRS 08 Franca;29,71;78,57;37,81;696336;11,28;48;51;-5,88
17/12/2020;DRS 09 Marília;88,71;154,57;57,39;1109670;13,93;256;206;24,27
17/12/2020;DRS 10 Piracicaba;83,71;189,57;44,16;1539600;12,31;206;179;15,08
17/12/2020;DRS 11 Presidente Prudente;61,43;76,86;79,92;752260;10,22;205;190;7,89
17/12/2020;DRS 12 Registro;34,14;49;69,67;278754;17,58;59;66;-10,61
17/12/2020;DRS 13 Ribeirão Preto;70,86;163,14;43,44;1477530;11,04;246;188;30,85
17/12/2020;DRS 14 São João da Boa Vista;38,29;107,71;35,55;809836;13,3;167;91;83,52
17/12/2020;DRS 15 São José do Rio Preto;205,14;372,14;55,12;1570421;23,7;450;420;7,14
17/12/2020;DRS 16 Sorocaba;168,57;241,57;69,78;2461760;9,81;408;428;-4,67
17/12/2020;DRS 17 Taubaté;207,14;401,29;51,62;2489629;16,12;596;479;24,43
17/12/2020;Estado de São Paulo;4748,57;7702,43;61,65;44639899;17,25;10014;9706;3,17
18/12/2020;DRS 01 Grande São Paulo;2921,14;4330,71;67,45;21138247;20,49;5578;5626;-0,85
18/12/2020;DRS 02 Araçatuba;46,43;113,71;40,83;764041;14,88;112;122;-8,2
18/12/2020;DRS 03 Araraquara;41,14;120,14;34,24;991435;12,12;187;188;-0,53
18/12/2020;DRS 04 Baixada Santista;230,14;411,43;55,94;1831884;22,46;315;392;-19,64
18/12/2020;DRS 05 Barretos;27,86;92,29;30,19;425090;21,71;64;48;33,33
18/12/2020;DRS 06 Bauru;123,43;210;58,78;1741281;12,06;278;303;-8,25
18/12/2020;DRS 07 Campinas;395,86;596,57;66,36;4562125;13,08;772;758;1,85
18/12/2020;DRS 08 Franca;29,43;78,57;37,46;696336;11,28;52;52;0
18/12/2020;DRS 09 Marília;90,71;155,57;58,31;1109670;14,02;244;225;8,44
18/12/2020;DRS 10 Piracicaba;85,14;191,14;44,54;1539600;12,41;215;181;18,78
18/12/2020;DRS 11 Presidente Prudente;63,43;77,71;81,62;752260;10,33;199;197;1,02
18/12/2020;DRS 12 Registro;34,29;49;69,98;278754;17,58;58;67;-13,43
18/12/2020;DRS 13 Ribeirão Preto;71,86;164;43,82;1477530;11,1;227;207;9,66
18/12/2020;DRS 14 São João da Boa Vista;38,71;107,71;35,94;809836;13,3;147;120;22,5
18/12/2020;DRS 15 São José do Rio Preto;205,43;373;55,08;1570421;23,75;449;425;5,65
18/12/2020;DRS 16 Sorocaba;168,86;240,86;70,11;2461760;9,78;409;433;-5,54
18/12/2020;DRS 17 Taubaté;209,43;404,43;51,78;2489629;16,24;613;500;22,6
18/12/2020;Estado de São Paulo;4783,29;7716,86;61,98;44639899;17,29;9919;9844;0,76
19/12/2020;DRS 01 Grande São Paulo;2913,57;4326,86;67,34;21138247;20,47;5517;5676;-2,8
19/12/2020;DRS 02 Araçatuba;48;113,57;42,26;764041;14,86;118;124;-4,84
19/12/2020;DRS 03 Araraquara;42;120;35;991435;12,1;182;188;-3,19
19/12/2020;DRS 04 Baixada Santista;230,57;411,29;56,06;1831884;22,45;311;385;-19,22
19/12/2020;DRS 05 Barretos;29,71;92,43;32,14;425090;21,74;62;50;24
19/12/2020;DRS 06 Bauru;123,29;209,71;58,79;1741281;12,04;268;306;-12,42
19/12/2020;DRS 07 Campinas;398,86;603,14;66,13;4562125;13,22;784;763;2,75
19/12/2020;DRS 08 Franca;29;78,57;36,91;696336;11,28;56;45;24,44
19/12/2020;DRS 09 Marília;92,29;155,86;59,21;1109670;14,05;258;226;14,16
19/12/2020;DRS 10 Piracicaba;85,43;192,86;44,3;1539600;12,53;209;188;11,17
19/12/2020;DRS 11 Presidente Prudente;64,57;78,57;82,18;752260;10,44;197;201;-1,99
19/12/2020;DRS 12 Registro;34,29;49;69,98;278754;17,58;65;62;4,84
19/12/2020;DRS 13 Ribeirão Preto;73;164,71;44,32;1477530;11,15;238;210;13,33
19/12/2020;DRS 14 São João da Boa Vista;39,43;107,86;36,56;809836;13,32;147;119;23,53
19/12/2020;DRS 15 São José do Rio Preto;206,86;373,86;55,33;1570421;23,81;446;429;3,96
19/12/2020;DRS 16 Sorocaba;170,29;240,29;70,87;2461760;9,76;409;421;-2,85
19/12/2020;DRS 17 Taubaté;211;407,14;51,82;2489629;16,35;598;524;14,12
19/12/2020;Estado de São Paulo;4792,14;7725,71;62,03;44639899;17,31;9865;9917;-0,52
20/12/2020;DRS 01 Grande São Paulo;2903,86;4338,29;66,94;21138247;20,52;5459;5625;-2,95
20/12/2020;DRS 02 Araçatuba;49,57;114;43,48;764041;14,92;125;121;3,31
20/12/2020;DRS 03 Araraquara;41,86;120,14;34,84;991435;12,12;180;197;-8,63
20/12/2020;DRS 04 Baixada Santista;228,57;407,14;56,14;1831884;22,23;303;381;-20,47
20/12/2020;DRS 05 Barretos;31,29;92,43;33,85;425090;21,74;65;54;20,37
20/12/2020;DRS 06 Bauru;124,29;209,43;59,35;1741281;12,03;279;295;-5,42
20/12/2020;DRS 07 Campinas;402,14;609,71;65,96;4562125;13,36;786;761;3,29
20/12/2020;DRS 08 Franca;28;78,43;35,7;696336;11,26;59;41;43,9
20/12/2020;DRS 09 Marília;93,57;156,14;59,93;1109670;14,07;257;223;15,25
20/12/2020;DRS 10 Piracicaba;86,71;194,43;44,6;1539600;12,63;201;193;4,15
20/12/2020;DRS 11 Presidente Prudente;66;80,43;82,06;752260;10,69;195;203;-3,94
20/12/2020;DRS 12 Registro;34,29;49,14;69,78;278754;17,63;57;66;-13,64
20/12/2020;DRS 13 Ribeirão Preto;74,86;165,14;45,33;1477530;11,18;244;214;14,02
20/12/2020;DRS 14 São João da Boa Vista;40,29;108,29;37,21;809836;13,37;158;122;29,51
20/12/2020;DRS 15 São José do Rio Preto;206,86;372,57;55,52;1570421;23,72;459;419;9,55
20/12/2020;DRS 16 Sorocaba;170,57;239;71,37;2461760;9,71;388;423;-8,27
20/12/2020;DRS 17 Taubaté;212,43;409,14;51,92;2489629;16,43;586;541;8,32
20/12/2020;Estado de São Paulo;4795,14;7743,86;61,92;44639899;17,35;9801;9879;-0,79
21/12/2020;DRS 01 Grande São Paulo;2907,14;4340,71;66,97;21138247;20,53;5534;5670;-2,4
21/12/2020;DRS 02 Araçatuba;50;114,14;43,81;764041;14,94;130;120;8,33
21/12/2020;DRS 03 Araraquara;41,71;120,14;34,72;991435;12,12;191;185;3,24
21/12/2020;DRS 04 Baixada Santista;226,71;408,14;55,55;1831884;22,28;319;370;-13,78
21/12/2020;DRS 05 Barretos;32,71;92,57;35,34;425090;21,78;68;53;28,3
21/12/2020;DRS 06 Bauru;124,71;209,14;59,63;1741281;12,01;273;286;-4,55
21/12/2020;DRS 07 Campinas;404,29;616,43;65,59;4562125;13,51;770;768;0,26
21/12/2020;DRS 08 Franca;27,14;78,71;34,48;696336;11,3;56;40;40
21/12/2020;DRS 09 Marília;96,43;156,43;61,64;1109670;14,1;252;231;9,09
21/12/2020;DRS 10 Piracicaba;87,57;195,29;44,84;1539600;12,68;198;197;0,51
21/12/2020;DRS 11 Presidente Prudente;68,43;82,29;83,16;752260;10,94;202;206;-1,94
21/12/2020;DRS 12 Registro;34,14;49,14;69,47;278754;17,63;47;65;-27,69
21/12/2020;DRS 13 Ribeirão Preto;76,57;165;46,41;1477530;11,17;255;211;20,85
21/12/2020;DRS 14 São João da Boa Vista;39,71;107,86;36,82;809836;13,32;163;122;33,61
21/12/2020;DRS 15 São José do Rio Preto;206,14;372,57;55,33;1570421;23,72;476;392;21,43
21/12/2020;DRS 16 Sorocaba;169,86;239,14;71,03;2461760;9,71;367;430;-14,65
21/12/2020;DRS 17 Taubaté;215,71;411,14;52,47;2489629;16,51;561;562;-0,18
21/12/2020;Estado de São Paulo;4809;7758,86;61,98;44639899;17,38;9862;9908;-0,46
22/12/2020;DRS 01 Grande São Paulo;2904,29;4334,43;67,01;21138247;20,51;5577;5721;-2,52
22/12/2020;DRS 02 Araçatuba;50,71;114,43;44,32;764041;14,98;135;120;12,5
22/12/2020;DRS 03 Araraquara;41,57;120,14;34,6;991435;12,12;194;184;5,43
22/12/2020;DRS 04 Baixada Santista;226,14;407,57;55,48;1831884;22,25;331;355;-6,76
22/12/2020;DRS 05 Barretos;33;92,71;35,59;425090;21,81;63;58;8,62
22/12/2020;DRS 06 Bauru;125,57;209,29;60;1741281;12,02;272;290;-6,21
22/12/2020;DRS 07 Campinas;406,57;626,29;64,92;4562125;13,73;778;786;-1,02
22/12/2020;DRS 08 Franca;26,29;78,86;33,34;696336;11,32;58;40;45
22/12/2020;DRS 09 Marília;98,29;156,71;62,72;1109670;14,12;249;247;0,81
22/12/2020;DRS 10 Piracicaba;88,43;195,86;45,15;1539600;12,72;208;198;5,05
22/12/2020;DRS 11 Presidente Prudente;71,43;83,71;85,33;752260;11,13;200;188;6,38
22/12/2020;DRS 12 Registro;33,86;49,14;68,91;278754;17,63;51;61;-16,39
22/12/2020;DRS 13 Ribeirão Preto;76,71;163,71;46,86;1477530;11,08;247;226;9,29
22/12/2020;DRS 14 São João da Boa Vista;40,71;108;37,69;809836;13,34;168;128;31,25
22/12/2020;DRS 15 São José do Rio Preto;204,71;372,29;54,99;1570421;23,71;455;408;11,52
22/12/2020;DRS 16 Sorocaba;170;239,14;71,09;2461760;9,71;369;422;-12,56
22/12/2020;DRS 17 Taubaté;215,86;411;52,52;2489629;16,51;542;580;-6,55
22/12/2020;Estado de São Paulo;4814,14;7763,29;62,01;44639899;17,39;9897;10012;-1,15
23/12/2020;DRS 01 Grande São Paulo;2894,86;4335,71;66,77;21138247;20,51;5583;5655;-1,27
23/12/2020;DRS 02 Araçatuba;51,14;114,43;44,69;764041;14,98;138;117;17,95
23/12/2020;DRS 03 Araraquara;41,71;120,29;34,67;991435;12,13;195;183;6,56
23/12/2020;DRS 04 Baixada Santista;224,71;405,43;55,43;1831884;22,13;320;356;-10,11
23/12/2020;DRS 05 Barretos;33,86;92,86;36,46;425090;21,84;71;56;26,79
23/12/2020;DRS 06 Bauru;125,29;209,14;59,91;1741281;12,01;273;277;-1,44
23/12/2020;DRS 07 Campinas;410,57;634,57;64,7;4562125;13,91;787;799;-1,5
23/12/2020;DRS 08 Franca;25,71;78,86;32,6;696336;11,32;53;43;23,26
23/12/2020;DRS 09 Marília;99,29;157,29;63,13;1109670;14,17;241;251;-3,98
23/12/2020;DRS 10 Piracicaba;86,57;195,71;44,23;1539600;12,71;203;204;-0,49
23/12/2020;DRS 11 Presidente Prudente;73,57;85,14;86,41;752260;11,32;199;194;2,58
23/12/2020;DRS 12 Registro;33;49,14;67,16;278754;17,63;51;61;-16,39
23/12/2020;DRS 13 Ribeirão Preto;79,14;162,57;48,68;1477530;11;247;241;2,49
23/12/2020;DRS 14 São João da Boa Vista;40,43;108,43;37,29;809836;13,39;168;126;33,33
23/12/2020;DRS 15 São José do Rio Preto;204,14;372,29;54,83;1570421;23,71;455;435;4,6
23/12/2020;DRS 16 Sorocaba;171,29;239,86;71,41;2461760;9,74;374;419;-10,74
23/12/2020;DRS 17 Taubaté;213,71;410,57;52,05;2489629;16,49;539;614;-12,21
23/12/2020;Estado de São Paulo;4809;7772,29;61,87;44639899;17,41;9897;10031;-1,34
24/12/2020;DRS 01 Grande São Paulo;2882,86;4336,71;66,48;21138247;20,52;5506;5621;-2,05
24/12/2020;DRS 02 Araçatuba;52,86;114,86;46,02;764041;15,03;147;102;44,12
24/12/2020;DRS 03 Araraquara;42,14;120;35,12;991435;12,1;192;187;2,67
24/12/2020;DRS 04 Baixada Santista;224,43;406,57;55,2;1831884;22,19;316;327;-3,36
24/12/2020;DRS 05 Barretos;34,14;93;36,71;425090;21,88;63;66;-4,55
24/12/2020;DRS 06 Bauru;125,71;208,86;60,19;1741281;11,99;272;282;-3,55
24/12/2020;DRS 07 Campinas;414;640,57;64,63;4562125;14,04;781;788;-0,89
24/12/2020;DRS 08 Franca;25,43;78,86;32,25;696336;11,32;51;48;6,25
24/12/2020;DRS 09 Marília;100,57;157,29;63,94;1109670;14,17;238;256;-7,03
24/12/2020;DRS 10 Piracicaba;85;194,43;43,72;1539600;12,63;214;206;3,88
24/12/2020;DRS 11 Presidente Prudente;74,86;86,43;86,61;752260;11,49;177;205;-13,66
24/12/2020;DRS 12 Registro;32,86;49,14;66,87;278754;17,63;48;59;-18,64
24/12/2020;DRS 13 Ribeirão Preto;79,29;160,71;49,34;1477530;10,88;246;246;0
24/12/2020;DRS 14 São João da Boa Vista;40,86;108,86;37,53;809836;13,44;134;167;-19,76
24/12/2020;DRS 15 São José do Rio Preto;202,86;372,29;54,49;1570421;23,71;441;450;-2
24/12/2020;DRS 16 Sorocaba;170,57;240,86;70,82;2461760;9,78;388;408;-4,9
24/12/2020;DRS 17 Taubaté;211,71;410,57;51,56;2489629;16,49;547;596;-8,22
24/12/2020;Estado de São Paulo;4800,14;7780;61,7;44639899;17,43;9761;10014;-2,53
25/12/2020;DRS 01 Grande São Paulo;2868,29;4341,71;66,06;21138247;20,54;5362;5578;-3,87
25/12/2020;DRS 02 Araçatuba;54,43;115,29;47,21;764041;15,09;139;112;24,11
25/12/2020;DRS 03 Araraquara;42;120,29;34,92;991435;12,13;181;187;-3,21
25/12/2020;DRS 04 Baixada Santista;219,57;405,43;54,16;1831884;22,13;310;315;-1,59
25/12/2020;DRS 05 Barretos;34,57;93;37,17;425090;21,88;69;64;7,81
25/12/2020;DRS 06 Bauru;126,14;208,57;60,48;1741281;11,98;286;278;2,88
25/12/2020;DRS 07 Campinas;415,57;643,71;64,56;4562125;14,11;780;772;1,04
25/12/2020;DRS 08 Franca;25,29;78,86;32,07;696336;11,32;48;52;-7,69
25/12/2020;DRS 09 Marília;102,57;157,14;65,27;1109670;14,16;256;244;4,92
25/12/2020;DRS 10 Piracicaba;85,43;193;44,26;1539600;12,54;218;215;1,4
25/12/2020;DRS 11 Presidente Prudente;74,57;86,71;86;752260;11,53;186;199;-6,53
25/12/2020;DRS 12 Registro;32,43;49,14;66;278754;17,63;50;58;-13,79
25/12/2020;DRS 13 Ribeirão Preto;79,43;159,14;49,91;1477530;10,77;246;227;8,37
25/12/2020;DRS 14 São João da Boa Vista;42,43;109;38,93;809836;13,46;126;147;-14,29
25/12/2020;DRS 15 São José do Rio Preto;203;371,86;54,59;1570421;23,68;427;449;-4,9
25/12/2020;DRS 16 Sorocaba;171,86;241,71;71,1;2461760;9,82;398;409;-2,69
25/12/2020;DRS 17 Taubaté;211,71;410,57;51,56;2489629;16,49;525;613;-14,36
25/12/2020;Estado de São Paulo;4789,29;7785,14;61,52;44639899;17,44;9607;9919;-3,15
26/12/2020;DRS 01 Grande São Paulo;2846,57;4332,14;65,71;21138247;20,49;5087;5517;-7,79
26/12/2020;DRS 02 Araçatuba;54,71;115,86;47,22;764041;15,16;127;118;7,63
26/12/2020;DRS 03 Araraquara;42,57;120,86;35,22;991435;12,19;175;182;-3,85
26/12/2020;DRS 04 Baixada Santista;215,29;404,14;53,27;1831884;22,06;305;311;-1,93
26/12/2020;DRS 05 Barretos;36,14;92,29;39,16;425090;21,71;79;62;27,42
26/12/2020;DRS 06 Bauru;126,57;208,86;60,6;1741281;11,99;302;268;12,69
26/12/2020;DRS 07 Campinas;414,71;647,29;64,07;4562125;14,19;708;784;-9,69
26/12/2020;DRS 08 Franca;25,43;78,86;32,25;696336;11,32;49;56;-12,5
26/12/2020;DRS 09 Marília;103,57;157,29;65,85;1109670;14,17;235;258;-8,91
26/12/2020;DRS 10 Piracicaba;83,43;191,86;43,48;1539600;12,46;217;209;3,83
26/12/2020;DRS 11 Presidente Prudente;73,43;86;85,38;752260;11,43;174;197;-11,68
26/12/2020;DRS 12 Registro;31,57;49,14;64,25;278754;17,63;48;65;-26,15
26/12/2020;DRS 13 Ribeirão Preto;79,86;158;50,54;1477530;10,69;248;238;4,2
26/12/2020;DRS 14 São João da Boa Vista;44,14;109;40,5;809836;13,46;124;147;-15,65
26/12/2020;DRS 15 São José do Rio Preto;203,43;371,71;54,73;1570421;23,67;431;446;-3,36
26/12/2020;DRS 16 Sorocaba;171,57;243,14;70,56;2461760;9,88;392;409;-4,16
26/12/2020;DRS 17 Taubaté;213,29;410,71;51,93;2489629;16,5;524;598;-12,37
26/12/2020;Estado de São Paulo;4766,29;7777,14;61,29;44639899;17,42;9225;9865;-6,49
27/12/2020;DRS 01 Grande São Paulo;2837,14;4321,86;65,65;21138247;20,45;4956;5459;-9,21
27/12/2020;DRS 02 Araçatuba;56;116,14;48,22;764041;15,2;132;125;5,6
27/12/2020;DRS 03 Araraquara;44,29;121;36,6;991435;12,2;172;180;-4,44
27/12/2020;DRS 04 Baixada Santista;212,14;406,57;52,18;1831884;22,19;314;303;3,63
27/12/2020;DRS 05 Barretos;36,29;92,29;39,32;425090;21,71;79;65;21,54
