datahora;nome_drs;pacientes_uti_mm7d;total_covid_uti_mm7d;ocupacao_leitos;pop;leitos_pc;internacoes_7d;internacoes_7d_l;internacoes_7v7
24/11/2020;DRS 13 Ribeirão Preto;71,86;195,43;36,77;1477530;13,23;188;183;2,73
24/11/2020;DRS 14 São João da Boa Vista;27,86;112,86;24,69;809836;13,94;80;98;-18,37
24/11/2020;DRS 15 São José do Rio Preto;128,57;364,71;35,25;1570421;23,22;358;303;18,15
24/11/2020;DRS 16 Sorocaba;123,86;223;55,54;2461760;9,06;371;302;22,85
24/11/2020;DRS 17 Taubaté;148,29;391,71;37,86;2489629;15,73;341;319;6,9
24/11/2020;Estado de São Paulo;3648,71;7383,57;49,42;44639899;16,54;8320;7373;12,84
25/11/2020;DRS 01 Grande São Paulo;2371,71;4143,43;57,24;21138247;19,6;4939;4614;7,04
25/11/2020;DRS 02 Araçatuba;39,57;113,86;34,75;764041;14,9;96;89;7,87
25/11/2020;DRS 03 Araraquara;39,86;121,29;32,86;991435;12,23;164;135;21,48
25/11/2020;DRS 04 Baixada Santista;216,43;395;54,79;1831884;21,56;404;339;19,17
25/11/2020;DRS 05 Barretos;17,57;90;19,52;425090;21,17;36;29;24,14
25/11/2020;DRS 06 Bauru;104,86;209,71;50;1741281;12,04;286;246;16,26
25/11/2020;DRS 07 Campinas;216,86;531,29;40,82;4562125;11,65;601;460;30,65
25/11/2020;DRS 08 Franca;32;97,71;32,75;696336;14,03;60;56;7,14
25/11/2020;DRS 09 Marília;64,29;154,57;41,59;1109670;13,93;191;159;20,13
25/11/2020;DRS 10 Piracicaba;54;171;31,58;1539600;11,11;129;108;19,44
25/11/2020;DRS 11 Presidente Prudente;27,14;66;41,12;752260;8,77;110;85;29,41
25/11/2020;DRS 12 Registro;18,14;39;46,51;278754;13,99;52;36;44,44
25/11/2020;DRS 13 Ribeirão Preto;70,86;194,43;36,44;1477530;13,16;179;185;-3,24
25/11/2020;DRS 14 São João da Boa Vista;28;112,86;24,81;809836;13,94;81;89;-8,99
25/11/2020;DRS 15 São José do Rio Preto;134,14;365,86;36,66;1570421;23,3;366;293;24,91
25/11/2020;DRS 16 Sorocaba;127,57;223,86;56,99;2461760;9,09;380;315;20,63
25/11/2020;DRS 17 Taubaté;151,14;393;38,46;2489629;15,79;368;308;19,48
25/11/2020;Estado de São Paulo;3714,14;7422,86;50,04;44639899;16,63;8442;7546;11,87
26/11/2020;DRS 01 Grande São Paulo;2401,86;4172,14;57,57;21138247;19,74;4879;4743;2,87
26/11/2020;DRS 02 Araçatuba;38,29;114;33,59;764041;14,92;86;95;-9,47
26/11/2020;DRS 03 Araraquara;39,14;121,43;32,23;991435;12,25;161;148;8,78
26/11/2020;DRS 04 Baixada Santista;218,57;395,43;55,27;1831884;21,59;418;339;23,3
26/11/2020;DRS 05 Barretos;19;90;21,11;425090;21,17;38;29;31,03
26/11/2020;DRS 06 Bauru;108,29;209,14;51,78;1741281;12,01;285;248;14,92
26/11/2020;DRS 07 Campinas;223,14;537,29;41,53;4562125;11,78;624;484;28,93
26/11/2020;DRS 08 Franca;31,43;97,14;32,36;696336;13,95;55;59;-6,78
26/11/2020;DRS 09 Marília;64,57;154,57;41,77;1109670;13,93;183;164;11,59
26/11/2020;DRS 10 Piracicaba;56,29;172,86;32,56;1539600;11,23;130;121;7,44
26/11/2020;DRS 11 Presidente Prudente;28,57;66;43,29;752260;8,77;118;87;35,63
26/11/2020;DRS 12 Registro;18,86;39;48,36;278754;13,99;53;38;39,47
26/11/2020;DRS 13 Ribeirão Preto;71,57;193,57;36,97;1477530;13,1;181;181;0
26/11/2020;DRS 14 São João da Boa Vista;28,29;113,71;24,88;809836;14,04;79;84;-5,95
26/11/2020;DRS 15 São José do Rio Preto;137;365,29;37,5;1570421;23,26;362;296;22,3
26/11/2020;DRS 16 Sorocaba;132,43;225,43;58,75;2461760;9,16;380;320;18,75
26/11/2020;DRS 17 Taubaté;154,14;393,29;39,19;2489629;15,8;379;324;16,98
26/11/2020;Estado de São Paulo;3771,43;7460,29;50,55;44639899;16,71;8411;7760;8,39
27/11/2020;DRS 01 Grande São Paulo;2434,57;4199,43;57,97;21138247;19,87;4978;4863;2,36
27/11/2020;DRS 02 Araçatuba;37,86;114;33,21;764041;14,92;96;89;7,87
27/11/2020;DRS 03 Araraquara;38,57;121,29;31,8;991435;12,23;167;147;13,61
27/11/2020;DRS 04 Baixada Santista;220,86;396;55,77;1831884;21,62;389;365;6,58
27/11/2020;DRS 05 Barretos;20,71;90;23,01;425090;21,17;44;30;46,67
27/11/2020;DRS 06 Bauru;108,71;208,71;52,09;1741281;11,99;297;254;16,93
27/11/2020;DRS 07 Campinas;230,43;539,43;42,72;4562125;11,82;623;510;22,16
27/11/2020;DRS 08 Franca;30,86;96,71;31,91;696336;13,89;69;57;21,05
27/11/2020;DRS 09 Marília;65,71;154,57;42,51;1109670;13,93;179;169;5,92
27/11/2020;DRS 10 Piracicaba;58,14;174,43;33,33;1539600;11,33;127;128;-0,78
27/11/2020;DRS 11 Presidente Prudente;29,86;65,86;45,34;752260;8,75;130;85;52,94
27/11/2020;DRS 12 Registro;19,86;39;50,92;278754;13,99;53;41;29,27
27/11/2020;DRS 13 Ribeirão Preto;71;192,71;36,84;1477530;13,04;162;186;-12,9
27/11/2020;DRS 14 São João da Boa Vista;28,14;114,57;24,56;809836;14,15;82;78;5,13
27/11/2020;DRS 15 São José do Rio Preto;141,43;365;38,75;1570421;23,24;367;308;19,16
27/11/2020;DRS 16 Sorocaba;138,14;227;60,85;2461760;9,22;396;336;17,86
27/11/2020;DRS 17 Taubaté;154,43;391,86;39,41;2489629;15,74;386;324;19,14
27/11/2020;Estado de São Paulo;3829,29;7490,57;51,12;44639899;16,78;8545;7970;7,21
28/11/2020;DRS 01 Grande São Paulo;2463,57;4210,14;58,52;21138247;19,92;5085;4888;4,03
28/11/2020;DRS 02 Araçatuba;37,86;114,14;33,17;764041;14,94;94;97;-3,09
28/11/2020;DRS 03 Araraquara;37,86;120,86;31,33;991435;12,19;163;156;4,49
28/11/2020;DRS 04 Baixada Santista;220,86;396,14;55,75;1831884;21,62;400;380;5,26
28/11/2020;DRS 05 Barretos;22;90;24,44;425090;21,17;46;32;43,75
28/11/2020;DRS 06 Bauru;109,14;208,29;52,4;1741281;11,96;304;245;24,08
28/11/2020;DRS 07 Campinas;237;541,43;43,77;4562125;11,87;611;547;11,7
28/11/2020;DRS 08 Franca;32;96,86;33,04;696336;13,91;67;62;8,06
28/11/2020;DRS 09 Marília;67,57;154,86;43,63;1109670;13,96;188;167;12,57
28/11/2020;DRS 10 Piracicaba;59,57;174,57;34,12;1539600;11,34;143;124;15,32
28/11/2020;DRS 11 Presidente Prudente;30,71;65,86;46,63;752260;8,75;139;94;47,87
28/11/2020;DRS 12 Registro;20,71;39;53,1;278754;13,99;51;39;30,77
28/11/2020;DRS 13 Ribeirão Preto;70,29;190,86;36,83;1477530;12,92;155;179;-13,41
28/11/2020;DRS 14 São João da Boa Vista;29;114,43;25,34;809836;14,13;90;72;25
28/11/2020;DRS 15 São José do Rio Preto;147,14;364;40,42;1570421;23,18;362;331;9,37
28/11/2020;DRS 16 Sorocaba;143,29;228,57;62,69;2461760;9,28;393;359;9,47
28/11/2020;DRS 17 Taubaté;155,29;392,14;39,6;2489629;15,75;393;322;22,05
28/11/2020;Estado de São Paulo;3883,86;7502,14;51,77;44639899;16,81;8684;8094;7,29
29/11/2020;DRS 01 Grande São Paulo;2483;4220,29;58,83;21138247;19,97;5152;4964;3,79
29/11/2020;DRS 02 Araçatuba;37,71;114,57;32,91;764041;15;104;89;16,85
29/11/2020;DRS 03 Araraquara;38;120,86;31,44;991435;12,19;168;154;9,09
29/11/2020;DRS 04 Baixada Santista;219;397,57;55,08;1831884;21,7;405;399;1,5
29/11/2020;DRS 05 Barretos;22,43;90;24,92;425090;21,17;50;30;66,67
29/11/2020;DRS 06 Bauru;108,86;208,71;52,16;1741281;11,99;314;249;26,1
29/11/2020;DRS 07 Campinas;241,71;543,14;44,5;4562125;11,91;628;550;14,18
29/11/2020;DRS 08 Franca;31,86;96,86;32,89;696336;13,91;65;62;4,84
29/11/2020;DRS 09 Marília;68,29;154,86;44,1;1109670;13,96;177;174;1,72
29/11/2020;DRS 10 Piracicaba;61,71;175,71;35,12;1539600;11,41;145;122;18,85
29/11/2020;DRS 11 Presidente Prudente;32,86;66,29;49,57;752260;8,81;143;97;47,42
29/11/2020;DRS 12 Registro;20,43;39;52,38;278754;13,99;45;44;2,27
29/11/2020;DRS 13 Ribeirão Preto;69,71;189,14;36,86;1477530;12,8;163;184;-11,41
29/11/2020;DRS 14 São João da Boa Vista;29,29;113,43;25,82;809836;14,01;79;80;-1,25
29/11/2020;DRS 15 São José do Rio Preto;149,14;364,71;40,89;1570421;23,22;352;342;2,92
29/11/2020;DRS 16 Sorocaba;145,14;230,86;62,87;2461760;9,38;402;367;9,54
29/11/2020;DRS 17 Taubaté;155,43;392;39,65;2489629;15,75;398;327;21,71
29/11/2020;Estado de São Paulo;3914,57;7518;52,07;44639899;16,84;8790;8234;6,75
30/11/2020;DRS 01 Grande São Paulo;2524,29;4235,14;59,6;21138247;20,04;5311;4949;7,31
30/11/2020;DRS 02 Araçatuba;37,71;115,57;32,63;764041;15,13;106;87;21,84
30/11/2020;DRS 03 Araraquara;37,86;120,29;31,47;991435;12,13;177;149;18,79
30/11/2020;DRS 04 Baixada Santista;215,57;399,43;53,97;1831884;21,8;410;409;0,24
30/11/2020;DRS 05 Barretos;21,57;89,57;24,08;425090;21,07;51;30;70
30/11/2020;DRS 06 Bauru;107,71;209,71;51,36;1741281;12,04;308;253;21,74
30/11/2020;DRS 07 Campinas;246,14;540,57;45,53;4562125;11,85;651;565;15,22
30/11/2020;DRS 08 Franca;31,71;96,71;32,79;696336;13,89;60;65;-7,69
30/11/2020;DRS 09 Marília;69,57;154,43;45,05;1109670;13,92;185;176;5,11
30/11/2020;DRS 10 Piracicaba;63,86;176;36,28;1539600;11,43;142;127;11,81
30/11/2020;DRS 11 Presidente Prudente;34,43;66,57;51,72;752260;8,85;154;99;55,56
30/11/2020;DRS 12 Registro;20,43;39;52,38;278754;13,99;46;43;6,98
30/11/2020;DRS 13 Ribeirão Preto;70,29;188,29;37,33;1477530;12,74;176;185;-4,86
30/11/2020;DRS 14 São João da Boa Vista;30,43;113,71;26,76;809836;14,04;74;80;-7,5
30/11/2020;DRS 15 São José do Rio Preto;152;364,71;41,68;1570421;23,22;378;339;11,5
30/11/2020;DRS 16 Sorocaba;145,71;230,86;63,12;2461760;9,38;393;372;5,65
30/11/2020;DRS 17 Taubaté;154,57;391,14;39,52;2489629;15,71;412;338;21,89
30/11/2020;Estado de São Paulo;3963,86;7531,71;52,63;44639899;16,87;9034;8266;9,29
01/12/2020;DRS 01 Grande São Paulo;2553,29;4249,71;60,08;21138247;20,1;5376;4928;9,09
01/12/2020;DRS 02 Araçatuba;37,71;115,71;32,59;764041;15,14;104;96;8,33
01/12/2020;DRS 03 Araraquara;38;120,14;31,63;991435;12,12;174;152;14,47
01/12/2020;DRS 04 Baixada Santista;213,71;399,14;53,54;1831884;21,79;409;415;-1,45
01/12/2020;DRS 05 Barretos;20,86;89,57;23,29;425090;21,07;46;30;53,33
01/12/2020;DRS 06 Bauru;106,57;211;50,51;1741281;12,12;309;261;18,39
01/12/2020;DRS 07 Campinas;253,71;540;46,98;4562125;11,84;663;570;16,32
01/12/2020;DRS 08 Franca;31,43;96,57;32,55;696336;13,87;54;63;-14,29
01/12/2020;DRS 09 Marília;69,57;154,86;44,92;1109670;13,96;180;193;-6,74
01/12/2020;DRS 10 Piracicaba;65,86;174,43;37,76;1539600;11,33;148;127;16,54
01/12/2020;DRS 11 Presidente Prudente;36,14;67;53,94;752260;8,91;165;95;73,68
01/12/2020;DRS 12 Registro;20,71;39;53,1;278754;13,99;45;52;-13,46
01/12/2020;DRS 13 Ribeirão Preto;69;187,29;36,84;1477530;12,68;173;188;-7,98
01/12/2020;DRS 14 São João da Boa Vista;31,14;113,71;27,39;809836;14,04;79;80;-1,25
01/12/2020;DRS 15 São José do Rio Preto;157,29;365,29;43,06;1570421;23,26;384;358;7,26
01/12/2020;DRS 16 Sorocaba;146,43;232,43;63;2461760;9,44;389;371;4,85
01/12/2020;DRS 17 Taubaté;154;391,29;39,36;2489629;15,72;429;341;25,81
01/12/2020;Estado de São Paulo;4005,43;7547,14;53,07;44639899;16,91;9127;8320;9,7
02/12/2020;DRS 01 Grande São Paulo;2578,71;4251,57;60,65;21138247;20,11;5425;4939;9,84
02/12/2020;DRS 02 Araçatuba;38,14;115,57;33;764041;15,13;103;96;7,29
02/12/2020;DRS 03 Araraquara;38,86;120;32,38;991435;12,1;173;164;5,49
02/12/2020;DRS 04 Baixada Santista;213,71;400,71;53,33;1831884;21,87;403;404;-0,25
02/12/2020;DRS 05 Barretos;20;89,71;22,29;425090;21,1;48;36;33,33
02/12/2020;DRS 06 Bauru;106;211,43;50,13;1741281;12,14;295;286;3,15
02/12/2020;DRS 07 Campinas;260,86;533,57;48,89;4562125;11,7;687;601;14,31
02/12/2020;DRS 08 Franca;31,71;95,43;33,23;696336;13,7;57;60;-5
02/12/2020;DRS 09 Marília;71,43;154,43;46,25;1109670;13,92;179;191;-6,28
02/12/2020;DRS 10 Piracicaba;66,86;173,71;38,49;1539600;11,28;143;129;10,85
02/12/2020;DRS 11 Presidente Prudente;37,43;67,43;55,51;752260;8,96;175;110;59,09
02/12/2020;DRS 12 Registro;21,14;39;54,21;278754;13,99;52;52;0
02/12/2020;DRS 13 Ribeirão Preto;69,86;187,71;37,22;1477530;12,7;169;179;-5,59
02/12/2020;DRS 14 São João da Boa Vista;32;113;28,32;809836;13,95;81;81;0
02/12/2020;DRS 15 São José do Rio Preto;160,29;365;43,92;1570421;23,24;395;366;7,92
02/12/2020;DRS 16 Sorocaba;145,86;233,43;62,49;2461760;9,48;379;380;-0,26
02/12/2020;DRS 17 Taubaté;153;391,29;39,1;2489629;15,72;443;368;20,38
02/12/2020;Estado de São Paulo;4045,86;7543;53,64;44639899;16,9;9207;8442;9,06
03/12/2020;DRS 01 Grande São Paulo;2605,71;4256,86;61,21;21138247;20,14;5500;4879;12,73
03/12/2020;DRS 02 Araçatuba;39,71;115,71;34,32;764041;15,14;110;86;27,91
03/12/2020;DRS 03 Araraquara;39,86;119,71;33,3;991435;12,07;177;161;9,94
03/12/2020;DRS 04 Baixada Santista;217;403,57;53,77;1831884;22,03;403;418;-3,59
03/12/2020;DRS 05 Barretos;19,43;89,71;21,66;425090;21,1;53;38;39,47
03/12/2020;DRS 06 Bauru;105,14;211,71;49,66;1741281;12,16;291;285;2,11
03/12/2020;DRS 07 Campinas;267,43;525,71;50,87;4562125;11,52;687;624;10,1
03/12/2020;DRS 08 Franca;32;92,86;34,46;696336;13,34;54;55;-1,82
03/12/2020;DRS 09 Marília;71,86;153,71;46,75;1109670;13,85;177;183;-3,28
03/12/2020;DRS 10 Piracicaba;67,86;173,71;39,07;1539600;11,28;137;130;5,38
03/12/2020;DRS 11 Presidente Prudente;38;66,43;57,2;752260;8,83;179;118;51,69
03/12/2020;DRS 12 Registro;21,29;39;54,59;278754;13,99;48;53;-9,43
03/12/2020;DRS 13 Ribeirão Preto;68,71;188;36,55;1477530;12,72;166;181;-8,29
03/12/2020;DRS 14 São João da Boa Vista;31,86;111,43;28,59;809836;13,76;88;79;11,39
03/12/2020;DRS 15 São José do Rio Preto;165,29;366;45,16;1570421;23,31;408;362;12,71
03/12/2020;DRS 16 Sorocaba;145,57;234;62,21;2461760;9,51;381;380;0,26
03/12/2020;DRS 17 Taubaté;153,14;391,29;39,14;2489629;15,72;443;379;16,89
03/12/2020;Estado de São Paulo;4089,86;7539,43;54,25;44639899;16,89;9302;8411;10,59
04/12/2020;DRS 01 Grande São Paulo;2626,86;4269,86;61,52;21138247;20,2;5509;4978;10,67
04/12/2020;DRS 02 Araçatuba;41,14;115,86;35,51;764041;15,16;98;96;2,08
04/12/2020;DRS 03 Araraquara;41,29;120;34,41;991435;12,1;175;167;4,79
04/12/2020;DRS 04 Baixada Santista;219,14;405,43;54,05;1831884;22,13;405;389;4,11
04/12/2020;DRS 05 Barretos;18,71;89,71;20,86;425090;21,1;51;44;15,91
04/12/2020;DRS 06 Bauru;105,29;211,14;49,87;1741281;12,13;281;297;-5,39
04/12/2020;DRS 07 Campinas;274,29;522,14;52,53;4562125;11,45;722;623;15,89
04/12/2020;DRS 08 Franca;31,57;90,29;34,97;696336;12,97;42;69;-39,13
04/12/2020;DRS 09 Marília;72,43;153,71;47,12;1109670;13,85;176;179;-1,68
04/12/2020;DRS 10 Piracicaba;69;172,43;40,02;1539600;11,2;142;127;11,81
04/12/2020;DRS 11 Presidente Prudente;38,86;65,29;59,52;752260;8,68;179;130;37,69
04/12/2020;DRS 12 Registro;21,57;39;55,31;278754;13,99;45;53;-15,09
04/12/2020;DRS 13 Ribeirão Preto;68,57;188,43;36,39;1477530;12,75;178;162;9,88
04/12/2020;DRS 14 São João da Boa Vista;31,43;109,29;28,76;809836;13,5;93;82;13,41
04/12/2020;DRS 15 São José do Rio Preto;170,57;366,71;46,51;1570421;23,35;413;367;12,53
04/12/2020;DRS 16 Sorocaba;144;234,29;61,46;2461760;9,52;351;396;-11,36
04/12/2020;DRS 17 Taubaté;155,14;391,57;39,62;2489629;15,73;444;386;15,03
04/12/2020;Estado de São Paulo;4129,86;7545,14;54,74;44639899;16,9;9304;8545;8,88
05/12/2020;DRS 01 Grande São Paulo;2665,86;4286,57;62,19;21138247;20,28;5557;5085;9,28
05/12/2020;DRS 02 Araçatuba;42;116;36,21;764041;15,18;98;94;4,26
05/12/2020;DRS 03 Araraquara;42,29;120,43;35,12;991435;12,15;181;163;11,04
05/12/2020;DRS 04 Baixada Santista;220,86;407,71;54,17;1831884;22,26;399;400;-0,25
05/12/2020;DRS 05 Barretos;18;89,71;20,06;425090;21,1;50;46;8,7
05/12/2020;DRS 06 Bauru;105,57;210,57;50,14;1741281;12,09;284;304;-6,58
05/12/2020;DRS 07 Campinas;283,29;519,57;54,52;4562125;11,39;748;611;22,42
05/12/2020;DRS 08 Franca;29,86;87,86;33,99;696336;12,62;39;67;-41,79
05/12/2020;DRS 09 Marília;72,57;153;47,43;1109670;13,79;176;188;-6,38
05/12/2020;DRS 10 Piracicaba;70,29;171,29;41,04;1539600;11,13;141;143;-1,4
05/12/2020;DRS 11 Presidente Prudente;39,57;64;61,83;752260;8,51;182;139;30,94
05/12/2020;DRS 12 Registro;22,29;39;57,15;278754;13,99;52;51;1,96
05/12/2020;DRS 13 Ribeirão Preto;68;186,43;36,47;1477530;12,62;175;155;12,9
05/12/2020;DRS 14 São João da Boa Vista;30,14;108,57;27,76;809836;13,41;95;90;5,56
05/12/2020;DRS 15 São José do Rio Preto;175,14;367,57;47,65;1570421;23,41;419;362;15,75
05/12/2020;DRS 16 Sorocaba;141,43;232,43;60,85;2461760;9,44;359;393;-8,65
05/12/2020;DRS 17 Taubaté;157,57;390;40,4;2489629;15,66;448;393;13,99
05/12/2020;Estado de São Paulo;4184,71;7550,71;55,42;44639899;16,91;9403;8684;8,28
06/12/2020;DRS 01 Grande São Paulo;2706,29;4297,57;62,97;21138247;20,33;5648;5152;9,63
06/12/2020;DRS 02 Araçatuba;42,29;115,57;36,59;764041;15,13;99;104;-4,81
06/12/2020;DRS 03 Araraquara;42,71;120,43;35,46;991435;12,15;175;168;4,17
06/12/2020;DRS 04 Baixada Santista;222,57;408,43;54,49;1831884;22,3;390;405;-3,7
06/12/2020;DRS 05 Barretos;18,29;89,71;20,39;425090;21,1;48;50;-4
06/12/2020;DRS 06 Bauru;106,86;211;50,64;1741281;12,12;282;314;-10,19
06/12/2020;DRS 07 Campinas;292,86;519,29;56,4;4562125;11,38;771;628;22,77
06/12/2020;DRS 08 Franca;29,43;85,57;34,39;696336;12,29;40;65;-38,46
06/12/2020;DRS 09 Marília;73,14;152,29;48,03;1109670;13,72;190;177;7,34
06/12/2020;DRS 10 Piracicaba;69,71;172,29;40,46;1539600;11,19;148;145;2,07
06/12/2020;DRS 11 Presidente Prudente;39,14;63,71;61,43;752260;8,47;186;143;30,07
06/12/2020;DRS 12 Registro;23;39;58,97;278754;13,99;57;45;26,67
06/12/2020;DRS 13 Ribeirão Preto;68;184;36,96;1477530;12,45;177;163;8,59
06/12/2020;DRS 14 São João da Boa Vista;29,86;108,71;27,47;809836;13,42;100;79;26,58
06/12/2020;DRS 15 São José do Rio Preto;179,29;367,29;48,81;1570421;23,39;435;352;23,58
06/12/2020;DRS 16 Sorocaba;140,29;229,86;61,03;2461760;9,34;373;402;-7,21
06/12/2020;DRS 17 Taubaté;161,57;389,14;41,52;2489629;15,63;462;398;16,08
06/12/2020;Estado de São Paulo;4245,29;7553,86;56,2;44639899;16,92;9581;8790;9
07/12/2020;DRS 01 Grande São Paulo;2724,57;4305;63,29;21138247;20,37;5585;5311;5,16
07/12/2020;DRS 02 Araçatuba;43,29;115,43;37,5;764041;15,11;95;106;-10,38
07/12/2020;DRS 03 Araraquara;42,86;120,43;35,59;991435;12,15;176;177;-0,56
07/12/2020;DRS 04 Baixada Santista;225,43;409,86;55;1831884;22,37;379;410;-7,56
07/12/2020;DRS 05 Barretos;19,43;90,14;21,56;425090;21,2;50;51;-1,96
07/12/2020;DRS 06 Bauru;109,14;211;51,73;1741281;12,12;290;308;-5,84
07/12/2020;DRS 07 Campinas;303,86;521,14;58,31;4562125;11,42;762;651;17,05
07/12/2020;DRS 08 Franca;28,57;83,29;34,3;696336;11,96;43;60;-28,33
07/12/2020;DRS 09 Marília;72,86;151,43;48,11;1109670;13,65;185;185;0
07/12/2020;DRS 10 Piracicaba;69,29;172,57;40,15;1539600;11,21;153;142;7,75
07/12/2020;DRS 11 Presidente Prudente;39,86;63,57;62,7;752260;8,45;177;154;14,94
07/12/2020;DRS 12 Registro;24;39;61,54;278754;13,99;66;46;43,48
07/12/2020;DRS 13 Ribeirão Preto;66,71;180;37,06;1477530;12,18;175;176;-0,57
07/12/2020;DRS 14 São João da Boa Vista;29,29;108;27,12;809836;13,34;100;74;35,14
07/12/2020;DRS 15 São José do Rio Preto;181;366,86;49,34;1570421;23,36;446;378;17,99
07/12/2020;DRS 16 Sorocaba;141,14;228,57;61,75;2461760;9,28;392;393;-0,25
07/12/2020;DRS 17 Taubaté;167,29;388,43;43,07;2489629;15,6;460;412;11,65
07/12/2020;Estado de São Paulo;4288,57;7554,71;56,77;44639899;16,92;9534;9034;5,53
08/12/2020;DRS 01 Grande São Paulo;2750,71;4302,43;63,93;21138247;20,35;5541;5376;3,07
08/12/2020;DRS 02 Araçatuba;44,86;115,29;38,91;764041;15,09;98;104;-5,77
08/12/2020;DRS 03 Araraquara;42,71;120,71;35,38;991435;12,18;184;174;5,75
08/12/2020;DRS 04 Baixada Santista;225,86;410,43;55,03;1831884;22,4;379;409;-7,33
08/12/2020;DRS 05 Barretos;20,86;90,14;23,14;425090;21,2;55;46;19,57
08/12/2020;DRS 06 Bauru;111,43;210,57;52,92;1741281;12,09;286;309;-7,44
08/12/2020;DRS 07 Campinas;314,14;524,86;59,85;4562125;11,5;765;663;15,38
08/12/2020;DRS 08 Franca;27,57;80,86;34,1;696336;11,61;48;54;-11,11
08/12/2020;DRS 09 Marília;72,86;150,71;48,34;1109670;13,58;177;180;-1,67
08/12/2020;DRS 10 Piracicaba;68,86;173,86;39,61;1539600;11,29;161;148;8,78
08/12/2020;DRS 11 Presidente Prudente;41;63,57;64,5;752260;8,45;194;165;17,58
08/12/2020;DRS 12 Registro;25,14;39;64,46;278754;13,99;65;45;44,44
08/12/2020;DRS 13 Ribeirão Preto;67,43;175,86;38,34;1477530;11,9;177;173;2,31
08/12/2020;DRS 14 São João da Boa Vista;28;107,29;26,1;809836;13,25;95;79;20,25
08/12/2020;DRS 15 São José do Rio Preto;179,71;366,71;49,01;1570421;23,35;440;384;14,58
08/12/2020;DRS 16 Sorocaba;140,43;226,57;61,98;2461760;9,2;416;389;6,94
08/12/2020;DRS 17 Taubaté;173,71;387,86;44,79;2489629;15,58;467;429;8,86
08/12/2020;Estado de São Paulo;4335,29;7546,71;57,45;44639899;16,91;9548;9127;4,61
09/12/2020;DRS 01 Grande São Paulo;2767,29;4309,43;64,21;21138247;20,39;5546;5425;2,23
09/12/2020;DRS 02 Araçatuba;46,29;115,29;40,15;764041;15,09;103;103;0
09/12/2020;DRS 03 Araraquara;42,57;121;35,18;991435;12,2;182;173;5,2
09/12/2020;DRS 04 Baixada Santista;226,29;410,57;55,12;1831884;22,41;380;403;-5,71
09/12/2020;DRS 05 Barretos;22,14;90;24,6;425090;21,17;55;48;14,58
09/12/2020;DRS 06 Bauru;112,71;210,71;53,49;1741281;12,1;295;295;0
09/12/2020;DRS 07 Campinas;325,29;536,29;60,66;4562125;11,76;744;687;8,3
09/12/2020;DRS 08 Franca;27,57;79,43;34,71;696336;11,41;54;57;-5,26
09/12/2020;DRS 09 Marília;73,14;150,71;48,53;1109670;13,58;194;179;8,38
09/12/2020;DRS 10 Piracicaba;69,29;173,71;39,89;1539600;11,28;173;143;20,98
09/12/2020;DRS 11 Presidente Prudente;42,43;63,57;66,75;752260;8,45;184;175;5,14
09/12/2020;DRS 12 Registro;25,71;39;65,92;278754;13,99;60;52;15,38
09/12/2020;DRS 13 Ribeirão Preto;67,14;171,43;39,16;1477530;11,6;182;169;7,69
09/12/2020;DRS 14 São João da Boa Vista;27;107,29;25,17;809836;13,25;94;81;16,05
09/12/2020;DRS 15 São José do Rio Preto;183,14;367;49,9;1570421;23,37;422;395;6,84
09/12/2020;DRS 16 Sorocaba;141,57;227;62,37;2461760;9,22;415;379;9,5
09/12/2020;DRS 17 Taubaté;180,71;387,57;46,63;2489629;15,57;460;443;3,84
09/12/2020;Estado de São Paulo;4380,29;7560;57,94;44639899;16,94;9543;9207;3,65
10/12/2020;DRS 01 Grande São Paulo;2785,86;4330,14;64,34;21138247;20,48;5613;5500;2,05
10/12/2020;DRS 02 Araçatuba;46,86;115,43;40,6;764041;15,11;120;110;9,09
10/12/2020;DRS 03 Araraquara;42,43;121,14;35,03;991435;12,22;178;177;0,56
10/12/2020;DRS 04 Baixada Santista;226,14;410,71;55,06;1831884;22,42;386;403;-4,22
10/12/2020;DRS 05 Barretos;21,86;90;24,29;425090;21,17;49;53;-7,55
10/12/2020;DRS 06 Bauru;115,14;210,43;54,72;1741281;12,08;298;291;2,41
10/12/2020;DRS 07 Campinas;337,43;547,43;61,64;4562125;12;764;687;11,21
10/12/2020;DRS 08 Franca;27,14;79,43;34,17;696336;11,41;51;54;-5,56
10/12/2020;DRS 09 Marília;75,14;151,86;49,48;1109670;13,69;206;177;16,38
10/12/2020;DRS 10 Piracicaba;69;177,29;38,92;1539600;11,52;179;137;30,66
10/12/2020;DRS 11 Presidente Prudente;43,71;65,57;66,66;752260;8,72;190;179;6,15
10/12/2020;DRS 12 Registro;26,57;39;68,13;278754;13,99;66;48;37,5
10/12/2020;DRS 13 Ribeirão Preto;66,86;167;40,04;1477530;11,3;188;166;13,25
10/12/2020;DRS 14 São João da Boa Vista;28,29;107,29;26,37;809836;13,25;91;88;3,41
10/12/2020;DRS 15 São José do Rio Preto;186,29;367,14;50,74;1570421;23,38;420;408;2,94
10/12/2020;DRS 16 Sorocaba;144,43;228;63,35;2461760;9,26;428;381;12,34
10/12/2020;DRS 17 Taubaté;187,14;387,71;48,27;2489629;15,57;479;443;8,13
10/12/2020;Estado de São Paulo;4430,29;7595,57;58,33;44639899;17,02;9706;9302;4,34
